route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
08251125-BR,20251101,20251101-BR-6916,BR - Union Station,,1,49A,ADUN,1,1,
08251125-ST,20251101,20251101-ST-7711,ST - Union Station,,1,50A,LIUN,1,1,
08251125-ST,20251101,20251101-ST-7437,ST - Union Station,,1,68P,MJUN,1,1,
08251125-BR,20251101,20251101-BR-6318,BR - Union Station,,1,44A,AUUN,1,1,
08251125-LE,20251101,20251101-LE-9226,LE - Durham College Oshawa GO,,0,25A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1724,LW - Union Station,,1,03A,WRUN,1,1,
08251125-GT,20251101,20251101-GT-3418,KI - Union Station,,1,10A,MOUN,1,1,
08251125-GT,20251101,20251101-GT-3517,KI - Mount Pleasant GO,,0,06A,UNMO,1,1,
08251125-ST,20251101,20251101-ST-7429,ST - Union Station,,1,62P,MJUN,1,1,
08251125-ST,20251101,20251101-ST-7418,ST - Mount Joy GO,,0,49A,UNMJ,1,1,
08251125-LW,20251101,20251101-LW-1723,LW - West Harbour GO,,0,23A,UNWR,1,1,
08251125-LE,20251101,20251101-LE-9331,LE - Union Station,,1,25A,OSUN,1,1,
08251125-BR,20251101,20251101-BR-6927,BR - Allandale Waterfront GO,,0,08A,UNAD,1,1,
08251125-LW,20251101,20251101-LW-1715,LW - West Harbour GO,,0,01A,UNWR,1,1,
08251125-LW,20251101,20251101-LW-1730,LW - Union Station,,1,12A,WRUN,1,1,
08251125-LE,20251101,20251101-LE-9328,LE - Durham College Oshawa GO,,0,23A,UNOS,1,1,
08251125-BR,20251101,20251101-BR-6329,BR - Aurora GO,,0,62P,UNAU,1,1,
08251125-LW,20251101,20251101-LW-1331,LW - Oakville GO,,0,25A,UNOA,1,1,
08251125-GT,20251101,20251101-GT-3509,KI - Mount Pleasant GO,,0,51A,UNMO,1,1,
08251125-LE,20251101,20251101-LE-9138,LE - Durham College Oshawa GO,,0,21A,UNOS,1,1,
08251125-LE,20251101,20251101-LE-9029,LE - Union Station,,1,02A,OSUN,1,1,
08251125-LE,20251101,20251101-LE-9225,LE - Union Station,,1,12A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1020,LW - Union Station,,1,12A,ALUN,1,1,
08251125-BR,20251101,20251101-BR-6909,BR - Allandale Waterfront GO,,0,49A,UNAD,1,1,
08251125-LE,20251101,20251101-LE-9114,LE - Durham College Oshawa GO,,0,03A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1328,LW - Union Station,,1,27A,OAUN,1,1,
08251125-LE,20251101,20251101-LE-9228,LE - Durham College Oshawa GO,,0,27A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1138,LW - Union Station,,1,27A,OAUN,1,1,
08251125-GT,20251101,20251101-GT-3422,KI - Union Station,,1,62P,MOUN,1,1,
08251125-LW,20251101,20251101-LW-1029,LW - Aldershot GO,,0,02A,UNAL,1,1,
08251125-LW,20251101,20251101-LW-1334,LW - Union Station,,1,11P,OAUN,1,1,
08251125-LW,20251101,20251101-LW-1978,LW - Union Station,,1,51A,NIUN,1,1,
08251125-LE,20251101,20251101-LE-9034,LE - Durham College Oshawa GO,,0,04P,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1035,LW - Aldershot GO,,0,23A,UNAL,1,1,
08251125-ST,20251101,20251101-ST-7422,ST - Mount Joy GO,,0,08A,UNMJ,1,1,
08251125-LE,20251101,20251101-LE-9023,LE - Union Station,,1,22A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1721,LW - West Harbour GO,,0,21A,UNWR,1,1,
08251125-BR,20251101,20251101-BR-6921,BR - Allandale Waterfront GO,,0,50A,UNAD,1,1,
08251125-LE,20251101,20251101-LE-9129,LE - Union Station,,1,09P,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1014,LW - Union Station,,1,03A,ALUN,1,1,
08251125-LW,20251101,20251101-LW-1023,LW - Aldershot GO,,0,22A,UNAL,1,1,
08251125-LE,20251101,20251101-LE-9332,LE - Durham College Oshawa GO,,0,13A,UNOS,1,1,
08251125-BR,20251101,20251101-BR-6313,BR - Aurora GO,,0,44A,UNAU,1,1,
08251125-LW,20251101,20251101-LW-1129,LW - Oakville GO,,0,09P,UNOA,1,1,
08251125-LW,20251101,20251101-LW-1969,LW - Niagara Falls GO,,0,51A,UNNI,1,1,
08251125-LE,20251101,20251101-LE-9037,LE - Union Station,,1,12A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1716,LW - Union Station,,1,22A,WRUN,1,1,
08251125-LW,20251101,20251101-LW-1739,LW - West Harbour GO,,0,02A,UNWR,1,1,
08251125-GT,20251101,20251101-GT-3414,KI - Union Station,,1,52A,MOUN,1,1,
08251125-ST,20251101,20251101-ST-7425,ST - Union Station,,1,44A,MJUN,1,1,
08251125-LW,20251101,20251101-LW-1332,LW - Union Station,,1,09P,OAUN,1,1,
08251125-ST,20251101,20251101-ST-7414,ST - Mount Joy GO,,0,61A,UNMJ,1,1,
08251125-LE,20251101,20251101-LE-9232,LE - Durham College Oshawa GO,,0,09P,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1037,LW - Aldershot GO,,0,12A,UNAL,1,1,
08251125-ST,20251101,20251101-ST-7431,ST - Union Station,,1,61A,MJUN,1,1,
08251125-LE,20251101,20251101-LE-9217,LE - Union Station,,1,02A,OSUN,1,1,
08251125-LE,20251101,20251101-LE-9323,LE - Union Station,,1,26A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1016,LW - Union Station,,1,21A,ALUN,1,1,
08251125-LE,20251101,20251101-LE-9137,LE - Union Station,,1,10A,OSUN,1,1,
08251125-BR,20251101,20251101-BR-6320,BR - Union Station,,1,08A,AUUN,1,1,
08251125-ST,20251101,20251101-ST-7417,ST - Union Station,,1,08A,MJUN,1,1,
08251125-LW,20251101,20251101-LW-1323,LW - Oakville GO,,0,26A,UNOA,1,1,
08251125-LE,20251101,20251101-LE-9326,LE - Durham College Oshawa GO,,0,21A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1137,LW - Oakville GO,,0,10A,UNOA,1,1,
08251125-LE,20251101,20251101-LE-9310,LE - Durham College Oshawa GO,,0,13A,UNOS,1,1,
08251125-BR,20251101,20251101-BR-6331,BR - Aurora GO,,0,61A,UNAU,1,1,
08251125-GT,20251101,20251101-GT-3531,KI - Mount Pleasant GO,,0,52P,UNMO,1,1,
08251125-LE,20251101,20251101-LE-9011,LE - Union Station,,1,21A,OSUN,1,1,
08251125-LE,20251101,20251101-LE-9230,LE - Durham College Oshawa GO,,0,29A,UNOS,1,1,
08251125-GT,20251101,20251101-GT-3436,KI - Union Station,,1,06A,MOUN,1,1,
08251125-LW,20251101,20251101-LW-1326,LW - Union Station,,1,25A,OAUN,1,1,
08251125-LE,20251101,20251101-LE-9340,LE - Durham College Oshawa GO,,0,24A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1011,LW - Aldershot GO,,0,21A,UNAL,1,1,
08251125-LE,20251101,20251101-LE-9041,LE - Union Station,,1,14A,OSUN,1,1,
08251125-LE,20251101,20251101-LE-9219,LE - Union Station,,1,03A,OSUN,1,1,
08251125-BR,20251101,20251101-BR-6928,BR - Union Station,,1,50A,ADUN,1,1,
08251125-LE,20251101,20251101-LE-9120,LE - Durham College Oshawa GO,,0,12A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1735,LW - West Harbour GO,,0,24A,UNWR,1,1,
08251125-GT,20251101,20251101-GT-3428,KI - Union Station,,1,06A,MOUN,1,1,
08251125-GT,20251101,20251101-GT-3527,KI - Mount Pleasant GO,,0,52P,UNMO,1,1,
08251125-LE,20251101,20251101-LE-9131,LE - Union Station,,1,11P,OSUN,1,1,
08251125-ST,20251101,20251101-ST-7636,ST - Old Elm GO,,0,08A,UNLI,1,1,
08251125-LW,20251101,20251101-LW-1041,LW - Aldershot GO,,0,14A,UNAL,1,1,
08251125-ST,20251101,20251101-ST-7428,ST - Mount Joy GO,,0,49A,UNMJ,1,1,
08251125-LE,20251101,20251101-LE-9324,LE - Durham College Oshawa GO,,0,03A,UNOS,1,1,
08251125-BR,20251101,20251101-BR-6910,BR - Union Station,,1,62A,ADUN,1,1,
08251125-LE,20251101,20251101-LE-9134,LE - Durham College Oshawa GO,,0,02A,UNOS,1,1,
08251125-LE,20251101,20251101-LE-9025,LE - Union Station,,1,24A,OSUN,1,1,
08251125-LE,20251101,20251101-LE-9028,LE - Durham College Oshawa GO,,0,26A,UNOS,1,1,
08251125-LE,20251101,20251101-LE-9224,LE - Durham College Oshawa GO,,0,04P,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1134,LW - Union Station,,1,04P,OAUN,1,1,
08251125-BR,20251101,20251101-BR-6332,BR - Union Station,,1,62P,AUUN,1,1,
08251125-LW,20251101,20251101-LW-1718,LW - Union Station,,1,24A,WRUN,1,1,
08251125-LW,20251101,20251101-LW-1028,LW - Union Station,,1,22A,ALUN,1,1,
08251125-LE,20251101,20251101-LE-9122,LE - Durham College Oshawa GO,,0,13A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1034,LW - Union Station,,1,02A,ALUN,1,1,
08251125-LW,20251101,20251101-LW-1970,LW - Union Station,,1,05A,NIUN,1,1,
08251125-LE,20251101,20251101-LE-9125,LE - Union Station,,1,27A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1736,LW - Union Station,,1,20A,WRUN,1,1,
08251125-LE,20251101,20251101-LE-9223,LE - Union Station,,1,23A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1125,LW - Oakville GO,,0,27A,UNOA,1,1,
08251125-LW,20251101,20251101-LW-1022,LW - Union Station,,1,13A,ALUN,1,1,
08251125-BR,20251101,20251101-BR-6915,BR - Allandale Waterfront GO,,0,68A,UNAD,1,1,
08251125-LE,20251101,20251101-LE-9116,LE - Durham College Oshawa GO,,0,21A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1709,LW - West Harbour GO,,0,20A,UNWR,1,1,
08251125-GT,20251101,20251101-GT-3424,KI - Union Station,,1,06A,MOUN,1,1,
08251125-LE,20251101,20251101-LE-9036,LE - Durham College Oshawa GO,,0,25A,UNOS,1,1,
08251125-ST,20251101,20251101-ST-7424,ST - Mount Joy GO,,0,62P,UNMJ,1,1,
08251125-LW,20251101,20251101-LW-1961,LW - Niagara Falls GO,,0,05A,UNNI,1,1,
08251125-LE,20251101,20251101-LE-9237,LE - Union Station,,1,01A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1036,LW - Union Station,,1,03A,ALUN,1,1,
08251125-LW,20251101,20251101-LW-1727,LW - West Harbour GO,,0,13A,UNWR,1,1,
08251125-GT,20251101,20251101-GT-3430,KI - Union Station,,1,52P,MOUN,1,1,
08251125-ST,20251101,20251101-ST-7430,ST - Mount Joy GO,,0,50A,UNMJ,1,1,
08251125-LW,20251101,20251101-LW-1722,LW - Union Station,,1,02A,WRUN,1,1,
08251125-LE,20251101,20251101-LE-9330,LE - Durham College Oshawa GO,,0,12A,UNOS,1,1,
08251125-LE,20251101,20251101-LE-9221,LE - Union Station,,1,21A,OSUN,1,1,
08251125-BR,20251101,20251101-BR-6311,BR - Aurora GO,,0,50A,UNAU,1,1,
08251125-GT,20251101,20251101-GT-3511,KI - Mount Pleasant GO,,0,52A,UNMO,1,1,
08251125-LE,20251101,20251101-LE-9031,LE - Union Station,,1,03A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1714,LW - Union Station,,1,20A,WRUN,1,1,
08251125-GT,20251101,20251101-GT-3416,KI - Union Station,,1,51A,MOUN,1,1,
08251125-ST,20251101,20251101-ST-7427,ST - Union Station,,1,08A,MJUN,1,1,
08251125-LE,20251101,20251101-LE-9337,LE - Union Station,,1,09P,OSUN,1,1,
08251125-ST,20251101,20251101-ST-7638,ST - Old Elm GO,,0,61A,UNLI,1,1,
08251125-LW,20251101,20251101-LW-1330,LW - Union Station,,1,29A,OAUN,1,1,
08251125-ST,20251101,20251101-ST-7416,ST - Mount Joy GO,,0,50A,UNMJ,1,1,
08251125-LW,20251101,20251101-LW-1713,LW - West Harbour GO,,0,24A,UNWR,1,1,
08251125-BR,20251101,20251101-BR-6314,BR - Union Station,,1,50A,AUUN,1,1,
08251125-LW,20251101,20251101-LW-1031,LW - Aldershot GO,,0,03A,UNAL,1,1,
08251125-BR,20251101,20251101-BR-6937,BR - Allandale Waterfront GO,,0,68P,UNAD,1,1,
08251125-LE,20251101,20251101-LE-9239,LE - Union Station,,1,02A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1337,LW - Oakville GO,,0,09P,UNOA,1,1,
08251125-LE,20251101,20251101-LE-9318,LE - Durham College Oshawa GO,,0,24A,UNOS,1,1,
08251125-GT,20251101,20251101-GT-3408,KI - Union Station,,1,51A,MOUN,1,1,
08251125-ST,20251101,20251101-ST-7433,ST - Union Station,,1,49A,MJUN,1,1,
08251125-GT,20251101,20251101-GT-3539,KI - Mount Pleasant GO,,0,52P,UNMO,1,1,
08251125-LE,20251101,20251101-LE-9019,LE - Union Station,,1,14A,OSUN,1,1,
08251125-LE,20251101,20251101-LE-9215,LE - Union Station,,1,01A,OSUN,1,1,
08251125-BR,20251101,20251101-BR-6808,BR - Union Station,,1,68A,ADUN,1,1,
08251125-LW,20251101,20251101-LW-1010,LW - Union Station,,1,01A,ALUN,1,1,
08251125-LW,20251101,20251101-LW-1019,LW - Aldershot GO,,0,14A,UNAL,1,1,
08251125-LW,20251101,20251101-LW-1720,LW - Union Station,,1,01A,WRUN,1,1,
08251125-LE,20251101,20251101-LE-9128,LE - Durham College Oshawa GO,,0,22A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1131,LW - Oakville GO,,0,11P,UNOA,1,1,
08251125-LW,20251101,20251101-LW-1040,LW - Union Station,,1,23A,ALUN,1,1,
08251125-BR,20251101,20251101-BR-6325,BR - Aurora GO,,0,44A,UNAU,1,1,
08251125-LW,20251101,20251101-LW-1988,LW - Union Station,,1,05P,NIUN,1,1,
08251125-LE,20251101,20251101-LE-9335,LE - Union Station,,1,29A,OSUN,1,1,
08251125-GT,20251101,20251101-GT-3533,KI - Mount Pleasant GO,,0,06A,UNMO,1,1,
08251125-LE,20251101,20251101-LE-9013,LE - Union Station,,1,23A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1711,LW - West Harbour GO,,0,22A,UNWR,1,1,
08251125-BR,20251101,20251101-BR-6312,BR - Union Station,,1,61A,AUUN,1,1,
08251125-LW,20251101,20251101-LW-1128,LW - Union Station,,1,26A,OAUN,1,1,
08251125-LW,20251101,20251101-LW-1324,LW - Union Station,,1,04P,OAUN,1,1,
08251125-LE,20251101,20251101-LE-9024,LE - Durham College Oshawa GO,,0,09P,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1738,LW - Union Station,,1,22A,WRUN,1,1,
08251125-LW,20251101,20251101-LW-1025,LW - Aldershot GO,,0,24A,UNAL,1,1,
08251125-LW,20251101,20251101-LW-1335,LW - Oakville GO,,0,29A,UNOA,1,1,
08251125-LW,20251101,20251101-LW-1013,LW - Aldershot GO,,0,23A,UNAL,1,1,
08251125-LW,20251101,20251101-LW-1741,LW - West Harbour GO,,0,03A,UNWR,1,1,
08251125-BR,20251101,20251101-BR-6934,BR - Union Station,,1,08A,ADUN,1,1,
08251125-LE,20251101,20251101-LE-9133,LE - Union Station,,1,26A,OSUN,1,1,
08251125-ST,20251101,20251101-ST-7634,ST - Old Elm GO,,0,49A,UNLI,1,1,
08251125-LE,20251101,20251101-LE-9322,LE - Durham College Oshawa GO,,0,02A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1133,LW - Oakville GO,,0,26A,UNOA,1,1,
08251125-BR,20251101,20251101-BR-6323,BR - Aurora GO,,0,49A,UNAU,1,1,
08251125-LE,20251101,20251101-LE-9136,LE - Durham College Oshawa GO,,0,03A,UNOS,1,1,
08251125-LE,20251101,20251101-LE-9027,LE - Union Station,,1,01A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1729,LW - West Harbour GO,,0,14A,UNWR,1,1,
08251125-GT,20251101,20251101-GT-3535,KI - Mount Pleasant GO,,0,52P,UNMO,1,1,
08251125-LW,20251101,20251101-LW-1322,LW - Union Station,,1,10A,OAUN,1,1,
08251125-LE,20251101,20251101-LE-9222,LE - Durham College Oshawa GO,,0,10A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1136,LW - Union Station,,1,25A,OAUN,1,1,
08251125-BR,20251101,20251101-BR-6326,BR - Union Station,,1,49A,AUUN,1,1,
08251125-LW,20251101,20251101-LW-1027,LW - Aldershot GO,,0,01A,UNAL,1,1,
08251125-BR,20251101,20251101-BR-6330,BR - Union Station,,1,44A,AUUN,1,1,
08251125-GT,20251101,20251101-GT-3410,KI - Union Station,,1,52A,MOUN,1,1,
08251125-ST,20251101,20251101-ST-7421,ST - Union Station,,1,50A,MJUN,1,1,
08251125-LE,20251101,20251101-LE-9316,LE - Durham College Oshawa GO,,0,22A,UNOS,1,1,
08251125-ST,20251101,20251101-ST-7410,ST - Mount Joy GO,,0,68A,UNMJ,1,1,
08251125-LE,20251101,20251101-LE-9236,LE - Durham College Oshawa GO,,0,26A,UNOS,1,1,
08251125-LE,20251101,20251101-LE-9127,LE - Union Station,,1,29A,OSUN,1,1,
08251125-BR,20251101,20251101-BR-6535,BR - Bradford GO,,0,50A,UNBD,1,1,
08251125-LW,20251101,20251101-LW-1734,LW - Union Station,,1,14A,WRUN,1,1,
08251125-LW,20251101,20251101-LW-1127,LW - Oakville GO,,0,29A,UNOA,1,1,
08251125-LW,20251101,20251101-LW-1733,LW - West Harbour GO,,0,22A,UNWR,1,1,
08251125-GT,20251101,20251101-GT-3521,KI - Mount Pleasant GO,,0,06A,UNMO,1,1,
08251125-LE,20251101,20251101-LE-9110,LE - Durham College Oshawa GO,,0,01A,UNOS,1,1,
08251125-GT,20251101,20251101-GT-3426,KI - Union Station,,1,52P,MOUN,1,1,
08251125-LE,20251101,20251101-LE-9030,LE - Durham College Oshawa GO,,0,28A,UNOS,1,1,
08251125-LE,20251101,20251101-LE-9338,LE - Durham College Oshawa GO,,0,22A,UNOS,1,1,
08251125-BR,20251101,20251101-BR-6319,BR - Aurora GO,,0,61A,UNAU,1,1,
08251125-ST,20251101,20251101-ST-7426,ST - Mount Joy GO,,0,61A,UNMJ,1,1,
08251125-GT,20251101,20251101-GT-3519,KI - Mount Pleasant GO,,0,62P,UNMO,1,1,
08251125-LE,20251101,20251101-LE-9039,LE - Union Station,,1,13A,OSUN,1,1,
08251125-LE,20251101,20251101-LE-9235,LE - Union Station,,1,24A,OSUN,1,1,
08251125-LE,20251101,20251101-LE-9140,LE - Durham College Oshawa GO,,0,23A,UNOS,1,1,
08251125-LE,20251101,20251101-LE-9314,LE - Durham College Oshawa GO,,0,20A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1030,LW - Union Station,,1,24A,ALUN,1,1,
08251125-LE,20251101,20251101-LE-9209,LE - Union Station,,1,20A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1338,LW - Union Station,,1,28A,OAUN,1,1,
08251125-LE,20251101,20251101-LE-9015,LE - Union Station,,1,12A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1725,LW - West Harbour GO,,0,12A,UNWR,1,1,
08251125-GT,20251101,20251101-GT-3432,KI - Union Station,,1,06A,MOUN,1,1,
08251125-LW,20251101,20251101-LW-1039,LW - Aldershot GO,,0,13A,UNAL,1,1,
08251125-ST,20251101,20251101-ST-7432,ST - Mount Joy GO,,0,68P,UNMJ,1,1,
08251125-GT,20251101,20251101-GT-3513,KI - Mount Pleasant GO,,0,51A,UNMO,1,1,
08251125-LE,20251101,20251101-LE-9033,LE - Union Station,,1,21A,OSUN,1,1,
08251125-LE,20251101,20251101-LE-9124,LE - Durham College Oshawa GO,,0,14A,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1731,LW - West Harbour GO,,0,20A,UNWR,1,1,
08251125-LE,20251101,20251101-LE-9329,LE - Union Station,,1,04P,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1018,LW - Union Station,,1,23A,ALUN,1,1,
08251125-LE,20251101,20251101-LE-9112,LE - Durham College Oshawa GO,,0,02A,UNOS,1,1,
08251125-LE,20251101,20251101-LE-9139,LE - Union Station,,1,04P,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1033,LW - Aldershot GO,,0,21A,UNAL,1,1,
08251125-LW,20251101,20251101-LW-1124,LW - Union Station,,1,09P,OAUN,1,1,
08251125-LW,20251101,20251101-LW-1329,LW - Oakville GO,,0,04P,UNOA,1,1,
08251125-LW,20251101,20251101-LW-1979,LW - Niagara Falls GO,,0,05P,UNNI,1,1,
08251125-LW,20251101,20251101-LW-1708,LW - Union Station,,1,12A,WRUN,1,1,
08251125-ST,20251101,20251101-ST-7435,ST - Union Station,,1,50A,MJUN,1,1,
08251125-LE,20251101,20251101-LE-9213,LE - Union Station,,1,24A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1024,LW - Union Station,,1,14A,ALUN,1,1,
08251125-LW,20251101,20251101-LW-1012,LW - Union Station,,1,02A,ALUN,1,1,
08251125-LW,20251101,20251101-LW-1726,LW - Union Station,,1,21A,WRUN,1,1,
08251125-BR,20251101,20251101-BR-6922,BR - Union Station,,1,68A,ADUN,1,1,
08251125-GT,20251101,20251101-GT-3515,KI - Mount Pleasant GO,,0,10A,UNMO,1,1,
08251125-LE,20251101,20251101-LE-9333,LE - Union Station,,1,27A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1717,LW - West Harbour GO,,0,02A,UNWR,1,1,
08251125-BR,20251101,20251101-BR-6933,BR - Allandale Waterfront GO,,0,62P,UNAD,1,1,
08251125-LE,20251101,20251101-LE-9026,LE - Durham College Oshawa GO,,0,11P,UNOS,1,1,
08251125-LW,20251101,20251101-LW-1333,LW - Oakville GO,,0,27A,UNOA,1,1,
08251125-LE,20251101,20251101-LE-9336,LE - Durham College Oshawa GO,,0,20A,UNOS,1,1,
08251125-LE,20251101,20251101-LE-9227,LE - Union Station,,1,13A,OSUN,1,1,
08251125-BR,20251101,20251101-BR-6317,BR - Aurora GO,,0,08A,UNAU,1,1,
08251125-LW,20251101,20251101-LW-1712,LW - Union Station,,1,14A,WRUN,1,1,
08251125-LE,20251101,20251101-LE-9211,LE - Union Station,,1,22A,OSUN,1,1,
08251125-LW,20251101,20251101-LW-1026,LW - Union Station,,1,20A,ALUN,1,1,
08251125-GT,20251101,20251101-GT-3420,KI - Union Station,,1,06A,MOUN,1,1,
08251125-LW,20251101,20251101-LW-1336,LW - Union Station,,1,26A,OAUN,1,1,
08251125-ST,20251101,20251101-ST-7420,ST - Mount Joy GO,,0,44A,UNMJ,1,1,
08251125-ST,20251101,20251101-ST-7419,ST - Union Station,,1,61A,MJUN,1,1,
08251125-LW,20251016,20251016-LW-1011,LW - Aldershot GO,,0,28A,UNAL,1,1,
08251125-LW,20251002,20251002-LW-1038,LW - Union Station,,1,28A,ALUN,1,1,
08251125-LE,20251002,20251002-LE-9124,LE - Durham College Oshawa GO,,0,23A,UNOS,1,2,
08251125-LE,20251002,20251002-LE-9318,LE - Durham College Oshawa GO,,0,15P,UNOS,1,1,
08251125-LE,20251002,20251002-LE-9027,LE - Union Station,,1,20A,OSUN,1,1,
08251125-ST,20251002,20251002-ST-7626,ST - Old Elm GO,,0,64P,UNLI,1,2,
08251125-BR,20251002,20251002-BR-6927,BR - Allandale Waterfront GO,,0,43P,UNAD,1,2,
08251125-GT,20251002,20251002-GT-3625,KI - Georgetown GO,,0,51P,UNGE,1,2,
08251125-56,20251120,20251120-56-56053,56A - DC Oshawa GO,,0,oshaw002,401537,1,1,56A
08251125-92,20251120,20251120-92-92010,92 - Yorkdale Term,,1,oshaw002,402116,1,1,92
08251125-92,20251120,20251120-92-92271,92 - DC Oshawa GO,,0,oshaw001,402114,1,1,92
08251125-92,20251120,20251120-92-92150,92 - Yorkdale Term,,1,oshaw001,402116,1,1,92
08251125-88,20251120,20251120-88-88021,88B - DC Oshawa GO,,1,oshaw001,402103,1,1,88B
08251125-12,20251120,20251120-12-12841,12 - Niagara Falls,,1,niagG003,401391,1,1,12
08251125-12,20251120,20251120-12-12810,12 - Burlington Carpool,,0,niagG003,401392,1,1,12
08251125-12,20251120,20251120-12-12661,12 - Niagara Falls,,1,niagG003,401391,1,1,12
08251125-12,20251120,20251120-12-12590,12 - Burlington Carpool,,0,niagG003,401392,1,1,12
08251125-12,20251120,20251120-12-12811,12 - Niagara Falls,,1,niagG002,401391,1,1,12
08251125-12,20251120,20251120-12-12742,12B - Burlington GO,,0,niagG002,401395,1,1,12B
08251125-12,20251120,20251120-12-12603,12B - Niagara Falls,,1,niagG002,401394,1,1,12B
08251125-12,20251120,20251120-12-12530,12 - Burlington Carpool,,0,niagG002,401392,1,1,12
08251125-11,20251120,20251120-11-11201,11 - Brock University,,1,niagG001,401389,1,1,11
08251125-11,20251120,20251120-11-11440,11 - Aldershot GO,,0,niagG001,401390,1,1,11
08251125-11,20251120,20251120-11-11061,11 - Brock University,,1,niagG001,401389,1,1,11
08251125-56,20251120,20251120-56-56380,56 - Oakville GO,,1,MDDS9120,401533,1,1,56
08251125-41,20251120,20251120-41-41590,41 - Pickering GO,,0,MDDS9118,401512,1,1,41
08251125-41,20251120,20251120-41-41361,41 - Hamilton GO,,1,MDDS9118,401513,1,1,41
08251125-56,20251120,20251120-56-56481,56 - DC Oshawa GO,,0,MDDS9117,401536,1,1,56
08251125-56,20251120,20251120-56-56340,56 - Oakville GO,,1,MDDS9117,401533,1,1,56
08251125-41,20251120,20251120-41-41860,41 - Pickering GO,,0,MDDS9115,401512,1,1,41
08251125-56,20251120,20251120-56-56590,56 - Oakville GO,,1,MDDS9115,401533,1,1,56
08251125-88,20251120,20251120-88-88521,88 - DC Oshawa GO,,1,MDDS9115,402104,1,1,88
08251125-88,20251120,20251120-88-88520,88 - Trent U,,0,MDDS9115,402102,1,1,88
08251125-88,20251120,20251120-88-88261,88 - DC Oshawa GO,,1,MDDS9115,402104,1,1,88
08251125-88,20251120,20251120-88-88220,88 - Trent U,,0,MDDS9115,402102,1,1,88
08251125-56,20251120,20251120-56-56311,56 - DC Oshawa GO,,0,MDDS9114,401536,1,1,56
08251125-56,20251120,20251120-56-56120,56 - Oakville GO,,1,MDDS9114,401533,1,1,56
08251125-96,20251120,20251120-96-96221,96B - DC Oshawa GO,,0,MDDS9113,402121,1,1,96B
08251125-96,20251120,20251120-96-96120,96B - Finch Terminal,,1,MDDS9113,402120,1,1,96B
08251125-96,20251120,20251120-96-96881,96B - DC Oshawa GO,,0,MDDS9112,402121,1,1,96B
08251125-61,20251120,20251120-61-61280,61 - Union Station,,1,MDDS9110,401540,1,1,61
08251125-52,20251120,20251120-52-52122,52A - Hwy. 407 Bus Term,,1,MDDS9110,401528,1,1,52A
08251125-92,20251120,20251120-92-92171,92 - DC Oshawa GO,,0,MDDS9108,402114,1,1,92
08251125-92,20251120,20251120-92-92072,92A - Yorkdale Term,,1,MDDS9108,402117,1,1,92A
08251125-41,20251120,20251120-41-41330,41 - Pickering GO,,0,MDDS9107,401512,1,1,41
08251125-41,20251120,20251120-41-41121,41 - Hamilton GO,,1,MDDS9107,401513,1,1,41
08251125-88,20251120,20251120-88-88421,88 - DC Oshawa GO,,1,MDDS9106,402104,1,1,88
08251125-88,20251120,20251120-88-88430,88 - Trent U,,0,MDDS9106,402102,1,1,88
08251125-96,20251120,20251120-96-96191,96B - DC Oshawa GO,,0,MDDS9106,402121,1,1,96B
08251125-96,20251120,20251120-96-96070,96B - Finch Terminal,,1,MDDS9106,402120,1,1,96B
